id,sentence,sentiment_Stanford,sentiment_Google Cloud,sentiment_Monkey Learn,Grand Truth
991," ""The council will continue to monitor developments closely and stressed the importance of lenders supplying credit to small and mediumsized businesses",Negative,Positive,Positive,Positive
992,"""Photo Small business lending started to decline around the same time as house prices started to fall",Neutral,Negative,Neutral,Neutral
993,Supplied: RBA; APRAOrderly correction  so far However; the regulators found while housing markets remained weak; falling prices did not pose a threat to the broader economy,Negative,Neutral,Negative,Negative
994," ""To date the adjustment in housing prices and activity has been orderly and does not raise material financial stability concerns",Negative,Neutral,Negative,Negative
995,""" It found slowing residential lending was largely due to a decreased appetite for borrowing; particularly from investors; as well as a more stringent scrutiny of borrowers' expenses and other liabilities",Negative,Negative,Negative,Negative
996," ""The improvement in banks' lending standards  including a lower share of high loantovaluation ratio lending  means that households and lenders generally are less vulnerable to falling housing prices than in the past",Negative,Neutral,Positive,Negative
997,Property outlook for 2019Policymakers have embarked on the delicate task of deflating a property bubble without bursting it  this year we'll find out if they've succeeded,Negative,Neutral,Negative,Negative
998,"""Despite historically high household debt; signs of financial stress remain relatively contained given a strong labour market and low interest rates",Negative,Neutral,Negative,Negative
999,""" NAB's Kieran Davies said; while the regulators appeared comfortable; they may need to change their policy settings if lending continues to dry up",Neutral,Negative,Negative,Negative
1000," ""Our view is that monetary policy remains the first line of defence against the slowing economy as we factor in the RBA cutting the cash rate to 1 per cent over the coming months; but that prudential policy might be tweaked if the supply of credit tightens further;"" Mr Davies said",Negative,Neutral,Positive,Negative
1001,ShareEmailFacebookTwitterRelatedHouse prices falling rapidly as downturn spreads beyond Sydney and MelbourneHouse price falls are bad news for car dealers,Negative,Negative,Negative,Negative
1002, The RBA explains whyIt's complicated: The relationship status between banks and small businessMore Stories13yo boy doesn't want to be alone after burying family slain in ChristchurchBritain seeks new date for fate; but EU says delay will change nothingAnalysis: Halfbuilt blots on the landscape are testimony to the construction slowdown ,Negative,Neutral,Positive,Negative
1003," and it will get uglierMother of newborn baby abandoned in box left note saying she wanted him to be looked afterTayla Harris says trolls' comments on AFLW photo were 'sexual abuse'New Zealand police release names of five victims among 50 gunned down in Christchurch mosques'This is bigger than rugby': Crusaders consider name change after Christchurch attacksStriptease at tech event attended by SA Premier prompts walkoutPM rejects Turkish ambassador's 'excuses' over Christchurch commentsOrangutan recovering after being shot with 74 pellets near palm oil plantationBusinessBusiness HomeArticlesMore from ABC NewsHomeJust InPoliticsWorldAnalysis  OpinionBusinessSportScienceHealthArtsLive StreamsVideoPhotosEntertainmentUploadSubscribeRuralOther TopicsTop of pageChange to standard viewABC NewsJust InWorldBusinessHealthEntertainmentSportAnalysis  OpinionWeatherTopicsArchiveCorrections  ClarificationsTerms of UsePrivacy PolicyAccessibilityContact the ABC 2019 ABC"""",1,Negative
NULL,NULL,I began at Channel Nine 27 years ago on September 1st; 1991""",Negative,Negative,Neutral,Negative
1004, I wouldve been in my midtwenties; and I decided I needed to get into the property market; so I found a onebedroom unit in Neutral Bay on the lower North Shore of Sydney,Negative,Neutral,Neutral,Neutral
1005,It was $158;000 and I probably had about 20 grand deposit,Positive,Neutral,Neutral,Neutral
1006, I could see the top of the harbour bridge from the tiny balcony,Positive,Positive,Neutral,Positive
1007, It had an underground carparking spot,Neutral,Neutral,Negative,Neutral
1008, I bought it and thought I was the king of the castle,Positive,Neutral,Negative,Positive
1009,This was my castle; but you couldnt swing a cat in it,Positive,Negative,Negative,Negative
1010,I wasnt earning a huge wage as a young sports reporter; so Id saved and saved and saved; as my parents had ingrained in me and my siblings,Positive,Positive,Negative,Positive
1011,It was a huge thing; Ill never forget the joy of saying; I own an apartment  and one where I could just see the top of the Harbour Bridge,Negative,Neutral,Positive,Negative
1012, I just thought that was incredible,Positive,Positive,Positive,Positive
1013, We squeezed in and I brought the lasagne out of the oven and they were all saying; This is so nice; Peter,Positive,Positive,Positive,Positive
1014,I realised they were all overcompensating because it had no mince in it; it was just layers of pasta,Negative,Neutral,Negative,Negative
1015, These are very evocative memories of my first home,Positive,Positive,Positive,Positive
1016,Watch the video above to see Peter Overton pay tribute to Ken Sutcliffe,Positive,Neutral,Neutral,Neutral
1017,It had a horrible sprayon cement ceiling; Ill never forget it,Negative,Negative,Negative,Negative
1018, It reminded me of going to the dentist as a kid with mum  youd lie in the chair and all youd see was this sprayon; popcorn cement roof,Neutral,Neutral,Negative,Neutral
1019,Oh; it was awful,Negative,Negative,Negative,Negative
1020, I used to lie in bed and think God; Im at the dentist,Negative,Neutral,Negative,Negative
1021,The ceilings were so low I couldnt put a false ceiling in; but I did do some other DIY and renovation projects,Negative,Neutral,Negative,Negative
1022,I put in a new laundry; even though the laundry was technically in the bathroom,Negative,Neutral,Positive,Negative
1023, I put on some new doors and spruced up the kitchen and gave the apartment a new paint job,Negative,Positive,Positive,Positive
1024,Renovating was a total learning curve,Neutral,Positive,Positive,Positive
1025, I did bring in someone  a mate  who was handy with a saw and hammer; but it was all DIY because I didnt have a lot of money,Negative,Positive,Negative,Negative
1026, I held onto it for about three years and decided to upgrade to a semi in Cammeray,Positive,Neutral,Positive,Positive
1027,I had an offer for $199;000 and I agreed to accept it,Positive,Neutral,Neutral,Neutral
1028, I remember the real estate agent saying; Ive got a better offer,Positive,Negative,Neutral,Positive
1029,I said; No; weve shaken on 199 and he responded; Yeah; but Ive got a better offer,Negative,Negative,Neutral,Negative
